error_id,module,error_message,possible_cause,resolution,related_tcode,related_table,severity
ERR0217,FI,Custom error message 211,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0211,ZTAB0211,Low
ERR0218,QM,Custom error message 212,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0212,ZTAB0212,Low
ERR0219,WM,Custom error message 213,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0213,ZTAB0213,Low
ERR0220,QM,Custom error message 214,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0214,ZTAB0214,High
ERR0221,WM,Custom error message 215,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0215,ZTAB0215,Medium
ERR0222,QM,Custom error message 216,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0216,ZTAB0216,Medium
ERR0223,QM,Custom error message 217,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0217,ZTAB0217,High
ERR0224,WM,Custom error message 218,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0218,ZTAB0218,High
ERR0225,FI,Custom error message 219,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0219,ZTAB0219,Medium
ERR0226,WM,Custom error message 220,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0220,ZTAB0220,Low
ERR0227,SD,Custom error message 221,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0221,ZTAB0221,Low
ERR0228,PP,Custom error message 222,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0222,ZTAB0222,High
ERR0229,PP,Custom error message 223,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0223,ZTAB0223,Medium
ERR0230,FI,Custom error message 224,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0224,ZTAB0224,Medium
ERR0231,QM,Custom error message 225,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0225,ZTAB0225,Medium
ERR0232,PP,Custom error message 226,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0226,ZTAB0226,Low
ERR0233,SD,Custom error message 227,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0227,ZTAB0227,Low
ERR0234,QM,Custom error message 228,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0228,ZTAB0228,Medium
ERR0235,MM,Custom error message 229,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0229,ZTAB0229,Low
ERR0236,SD,Custom error message 230,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0230,ZTAB0230,Medium
ERR0237,MM,Custom error message 231,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0231,ZTAB0231,Medium
ERR0238,SD,Custom error message 232,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0232,ZTAB0232,Low
ERR0239,SD,Custom error message 233,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0233,ZTAB0233,Low
ERR0240,WM,Custom error message 234,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0234,ZTAB0234,Low
ERR0241,FI,Custom error message 235,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0235,ZTAB0235,High
ERR0242,WM,Custom error message 236,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0236,ZTAB0236,High
ERR0243,QM,Custom error message 237,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0237,ZTAB0237,Low
ERR0244,QM,Custom error message 238,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0238,ZTAB0238,Medium
ERR0245,MM,Custom error message 239,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0239,ZTAB0239,Low
ERR0246,MM,Custom error message 240,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0240,ZTAB0240,Medium
ERR0247,MM,Custom error message 241,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0241,ZTAB0241,Medium
ERR0248,FI,Custom error message 242,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0242,ZTAB0242,High
ERR0249,SD,Custom error message 243,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0243,ZTAB0243,High
ERR0250,FI,Custom error message 244,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0244,ZTAB0244,Medium
ERR0251,MM,Custom error message 245,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0245,ZTAB0245,Medium
ERR0252,WM,Custom error message 246,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0246,ZTAB0246,High
ERR0253,SD,Custom error message 247,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0247,ZTAB0247,Low
ERR0254,WM,Custom error message 248,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0248,ZTAB0248,Low
ERR0255,WM,Custom error message 249,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0249,ZTAB0249,High
ERR0256,FI,Custom error message 250,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0250,ZTAB0250,Medium
ERR0257,FI,Custom error message 251,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0251,ZTAB0251,Low
ERR0258,FI,Custom error message 252,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0252,ZTAB0252,High
ERR0259,PP,Custom error message 253,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0253,ZTAB0253,Low
ERR0260,MM,Custom error message 254,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0254,ZTAB0254,High
ERR0261,MM,Custom error message 255,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0255,ZTAB0255,Medium
ERR0262,QM,Custom error message 256,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0256,ZTAB0256,Low
ERR0263,QM,Custom error message 257,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0257,ZTAB0257,Medium
ERR0264,QM,Custom error message 258,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0258,ZTAB0258,Low
ERR0265,SD,Custom error message 259,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0259,ZTAB0259,High
ERR0266,SD,Custom error message 260,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0260,ZTAB0260,Low
ERR0267,PP,Custom error message 261,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0261,ZTAB0261,Low
ERR0268,SD,Custom error message 262,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0262,ZTAB0262,Low
ERR0269,PP,Custom error message 263,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0263,ZTAB0263,Medium
ERR0270,MM,Custom error message 264,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0264,ZTAB0264,Low
ERR0271,FI,Custom error message 265,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0265,ZTAB0265,Medium
ERR0272,QM,Custom error message 266,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0266,ZTAB0266,Medium
ERR0273,FI,Custom error message 267,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0267,ZTAB0267,High
ERR0274,MM,Custom error message 268,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0268,ZTAB0268,Medium
ERR0275,FI,Custom error message 269,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0269,ZTAB0269,Medium
ERR0276,FI,Custom error message 270,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0270,ZTAB0270,Low
ERR0277,MM,Custom error message 271,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0271,ZTAB0271,Medium
ERR0278,SD,Custom error message 272,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0272,ZTAB0272,High
ERR0279,PP,Custom error message 273,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0273,ZTAB0273,Medium
ERR0280,PP,Custom error message 274,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0274,ZTAB0274,Medium
ERR0281,MM,Custom error message 275,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0275,ZTAB0275,High
ERR0282,FI,Custom error message 276,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0276,ZTAB0276,High
ERR0283,QM,Custom error message 277,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0277,ZTAB0277,Low
ERR0284,QM,Custom error message 278,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0278,ZTAB0278,Low
ERR0285,WM,Custom error message 279,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0279,ZTAB0279,Medium
ERR0286,MM,Custom error message 280,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0280,ZTAB0280,Low
ERR0287,PP,Custom error message 281,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0281,ZTAB0281,Low
ERR0288,FI,Custom error message 282,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0282,ZTAB0282,High
ERR0289,WM,Custom error message 283,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0283,ZTAB0283,High
ERR0290,PP,Custom error message 284,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0284,ZTAB0284,Low
ERR0291,PP,Custom error message 285,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0285,ZTAB0285,High
ERR0292,MM,Custom error message 286,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0286,ZTAB0286,Medium
ERR0293,MM,Custom error message 287,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0287,ZTAB0287,Low
ERR0294,PP,Custom error message 288,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0288,ZTAB0288,Medium
ERR0295,MM,Custom error message 289,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0289,ZTAB0289,Low
ERR0296,SD,Custom error message 290,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0290,ZTAB0290,High
ERR0297,WM,Custom error message 291,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0291,ZTAB0291,Medium
ERR0298,QM,Custom error message 292,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0292,ZTAB0292,High
ERR0299,QM,Custom error message 293,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0293,ZTAB0293,Low
ERR0300,PP,Custom error message 294,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0294,ZTAB0294,High
ERR0301,PP,Custom error message 295,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0295,ZTAB0295,High
ERR0302,SD,Custom error message 296,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0296,ZTAB0296,Medium
ERR0303,QM,Custom error message 297,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0297,ZTAB0297,High
ERR0304,SD,Custom error message 298,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0298,ZTAB0298,Medium
ERR0305,WM,Custom error message 299,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0299,ZTAB0299,Medium
ERR0306,MM,Custom error message 300,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0300,ZTAB0300,Low
ERR0307,MM,Custom error message 301,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0301,ZTAB0301,Medium
ERR0308,WM,Custom error message 302,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0302,ZTAB0302,Low
ERR0309,FI,Custom error message 303,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0303,ZTAB0303,High
ERR0310,WM,Custom error message 304,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0304,ZTAB0304,High
ERR0311,WM,Custom error message 305,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0305,ZTAB0305,Low
ERR0312,WM,Custom error message 306,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0306,ZTAB0306,Medium
ERR0313,PP,Custom error message 307,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0307,ZTAB0307,High
ERR0314,PP,Custom error message 308,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0308,ZTAB0308,Low
ERR0315,SD,Custom error message 309,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0309,ZTAB0309,Low
ERR0316,WM,Custom error message 310,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0310,ZTAB0310,Low
ERR0317,QM,Custom error message 311,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0311,ZTAB0311,Medium
ERR0318,WM,Custom error message 312,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0312,ZTAB0312,High
ERR0319,SD,Custom error message 313,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0313,ZTAB0313,High
ERR0320,QM,Custom error message 314,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0314,ZTAB0314,High
ERR0321,QM,Custom error message 315,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0315,ZTAB0315,Medium
ERR0322,FI,Custom error message 316,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0316,ZTAB0316,High
ERR0323,WM,Custom error message 317,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0317,ZTAB0317,Medium
ERR0324,SD,Custom error message 318,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0318,ZTAB0318,Low
ERR0325,WM,Custom error message 319,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0319,ZTAB0319,Low
ERR0326,WM,Custom error message 320,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0320,ZTAB0320,High
ERR0327,MM,Custom error message 321,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0321,ZTAB0321,High
ERR0328,SD,Custom error message 322,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0322,ZTAB0322,Low
ERR0329,SD,Custom error message 323,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0323,ZTAB0323,High
ERR0330,WM,Custom error message 324,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0324,ZTAB0324,Low
ERR0331,WM,Custom error message 325,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0325,ZTAB0325,Low
ERR0332,SD,Custom error message 326,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0326,ZTAB0326,High
ERR0333,WM,Custom error message 327,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0327,ZTAB0327,High
ERR0334,QM,Custom error message 328,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0328,ZTAB0328,Medium
ERR0335,WM,Custom error message 329,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0329,ZTAB0329,High
ERR0336,PP,Custom error message 330,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0330,ZTAB0330,High
ERR0337,SD,Custom error message 331,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0331,ZTAB0331,Medium
ERR0338,SD,Custom error message 332,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0332,ZTAB0332,Medium
ERR0339,SD,Custom error message 333,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0333,ZTAB0333,Medium
ERR0340,WM,Custom error message 334,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0334,ZTAB0334,Medium
ERR0341,FI,Custom error message 335,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0335,ZTAB0335,Low
ERR0342,FI,Custom error message 336,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0336,ZTAB0336,Low
ERR0343,WM,Custom error message 337,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0337,ZTAB0337,High
ERR0344,WM,Custom error message 338,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0338,ZTAB0338,High
ERR0345,FI,Custom error message 339,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0339,ZTAB0339,Medium
ERR0346,WM,Custom error message 340,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0340,ZTAB0340,Low
ERR0347,QM,Custom error message 341,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0341,ZTAB0341,Low
ERR0348,QM,Custom error message 342,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0342,ZTAB0342,Medium
ERR0349,PP,Custom error message 343,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0343,ZTAB0343,Low
ERR0350,SD,Custom error message 344,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0344,ZTAB0344,High
ERR0351,MM,Custom error message 345,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0345,ZTAB0345,Medium
ERR0352,SD,Custom error message 346,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0346,ZTAB0346,Low
ERR0353,MM,Custom error message 347,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0347,ZTAB0347,Medium
ERR0354,FI,Custom error message 348,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0348,ZTAB0348,Medium
ERR0355,PP,Custom error message 349,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0349,ZTAB0349,Medium
ERR0356,FI,Custom error message 350,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0350,ZTAB0350,Medium
ERR0357,PP,Custom error message 351,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0351,ZTAB0351,Medium
ERR0358,PP,Custom error message 352,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0352,ZTAB0352,Low
ERR0359,SD,Custom error message 353,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0353,ZTAB0353,Medium
ERR0360,QM,Custom error message 354,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0354,ZTAB0354,Low
ERR0361,QM,Custom error message 355,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0355,ZTAB0355,Medium
ERR0362,MM,Custom error message 356,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0356,ZTAB0356,Medium
ERR0363,WM,Custom error message 357,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0357,ZTAB0357,Medium
ERR0364,FI,Custom error message 358,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0358,ZTAB0358,High
ERR0365,QM,Custom error message 359,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0359,ZTAB0359,Low
ERR0366,FI,Custom error message 360,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0360,ZTAB0360,Low
ERR0367,QM,Custom error message 361,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0361,ZTAB0361,Low
ERR0368,PP,Custom error message 362,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0362,ZTAB0362,Medium
ERR0369,MM,Custom error message 363,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0363,ZTAB0363,Low
ERR0370,MM,Custom error message 364,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0364,ZTAB0364,Medium
ERR0371,SD,Custom error message 365,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0365,ZTAB0365,Low
ERR0372,MM,Custom error message 366,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0366,ZTAB0366,High
ERR0373,MM,Custom error message 367,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0367,ZTAB0367,Medium
ERR0374,PP,Custom error message 368,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0368,ZTAB0368,Medium
ERR0375,MM,Custom error message 369,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0369,ZTAB0369,Medium
ERR0376,MM,Custom error message 370,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0370,ZTAB0370,Medium
ERR0377,MM,Custom error message 371,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0371,ZTAB0371,Medium
ERR0378,PP,Custom error message 372,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0372,ZTAB0372,High
ERR0379,FI,Custom error message 373,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0373,ZTAB0373,High
ERR0380,MM,Custom error message 374,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0374,ZTAB0374,High
ERR0381,FI,Custom error message 375,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0375,ZTAB0375,Low
ERR0382,FI,Custom error message 376,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0376,ZTAB0376,Medium
ERR0383,MM,Custom error message 377,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0377,ZTAB0377,Medium
ERR0384,WM,Custom error message 378,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0378,ZTAB0378,Low
ERR0385,QM,Custom error message 379,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0379,ZTAB0379,Medium
ERR0386,FI,Custom error message 380,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0380,ZTAB0380,High
ERR0387,QM,Custom error message 381,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0381,ZTAB0381,High
ERR0388,PP,Custom error message 382,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0382,ZTAB0382,Medium
ERR0389,QM,Custom error message 383,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0383,ZTAB0383,Medium
ERR0390,WM,Custom error message 384,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0384,ZTAB0384,Medium
ERR0391,WM,Custom error message 385,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0385,ZTAB0385,Low
ERR0392,PP,Custom error message 386,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0386,ZTAB0386,High
ERR0393,WM,Custom error message 387,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0387,ZTAB0387,Low
ERR0394,MM,Custom error message 388,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0388,ZTAB0388,High
ERR0395,MM,Custom error message 389,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0389,ZTAB0389,High
ERR0396,WM,Custom error message 390,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0390,ZTAB0390,Medium
ERR0397,MM,Custom error message 391,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0391,ZTAB0391,High
ERR0398,SD,Custom error message 392,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0392,ZTAB0392,High
ERR0399,QM,Custom error message 393,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0393,ZTAB0393,High
ERR0400,FI,Custom error message 394,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0394,ZTAB0394,Low
ERR0401,FI,Custom error message 395,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0395,ZTAB0395,Low
ERR0402,WM,Custom error message 396,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0396,ZTAB0396,Low
ERR0403,FI,Custom error message 397,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0397,ZTAB0397,High
ERR0404,PP,Custom error message 398,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0398,ZTAB0398,Low
ERR0405,SD,Custom error message 399,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0399,ZTAB0399,Medium
ERR0406,WM,Custom error message 400,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0400,ZTAB0400,Low
ERR0407,WM,Custom error message 401,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0401,ZTAB0401,Medium
ERR0408,FI,Custom error message 402,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0402,ZTAB0402,Low
ERR0409,PP,Custom error message 403,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0403,ZTAB0403,Low
ERR0410,SD,Custom error message 404,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0404,ZTAB0404,Medium
ERR0411,SD,Custom error message 405,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0405,ZTAB0405,Low
ERR0412,MM,Custom error message 406,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0406,ZTAB0406,Medium
ERR0413,MM,Custom error message 407,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0407,ZTAB0407,Medium
ERR0414,QM,Custom error message 408,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0408,ZTAB0408,Low
ERR0415,FI,Custom error message 409,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0409,ZTAB0409,Medium
ERR0416,SD,Custom error message 410,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0410,ZTAB0410,Low
ERR0417,FI,Custom error message 411,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0411,ZTAB0411,High
ERR0418,PP,Custom error message 412,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0412,ZTAB0412,Medium
ERR0419,SD,Custom error message 413,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0413,ZTAB0413,High
ERR0420,QM,Custom error message 414,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0414,ZTAB0414,Low
ERR0421,WM,Custom error message 415,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0415,ZTAB0415,Medium
ERR0422,PP,Custom error message 416,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0416,ZTAB0416,Low
ERR0423,SD,Custom error message 417,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0417,ZTAB0417,High
ERR0424,MM,Custom error message 418,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0418,ZTAB0418,Low
ERR0425,SD,Custom error message 419,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0419,ZTAB0419,Medium
ERR0426,QM,Custom error message 420,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0420,ZTAB0420,Medium
ERR0427,SD,Custom error message 421,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0421,ZTAB0421,Low
ERR0428,FI,Custom error message 422,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0422,ZTAB0422,Medium
ERR0429,QM,Custom error message 423,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0423,ZTAB0423,Medium
ERR0430,PP,Custom error message 424,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0424,ZTAB0424,Medium
